Rate|Date|Product_Name|User_Function|Company_Size|Industry|Title|Text
5.0|Mar 16, 2021|Talend Data Fabric|IT|<50M USD|Miscellaneous Industry|Talend as Integration tool|talend data fabric is fully equipped to support any use case like complex transformation, high volume, api integration.
4.0|Feb 17, 2021|Talend Data Fabric|Data and Analytics|1B - 3B USD|Construction Industry|Talend Data Fabric - still a great product|Generally positive. Coming from Talend's on-premise deployment was the biggest hurdle. The TAC (on-premises) does not equal TMC (cloud). If you are moving from on-premise to cloud, in most cases it will force you to conform to best practices which is a good thing. Having said that, the ...
3.0|Feb 22, 2021|Talend Data Fabric|Data and Analytics|<50M USD|Miscellaneous Industry|Fair to Good Product|Overall experience is neutral to positive, greatest downfall of this product is the lack of good documentation online.
4.0|Feb 16, 2021|Talend Data Fabric|Software Development|<50M USD|Services (non-Government) Industry|TMC was great, Remote engine needs some love|We used the Talend Management Console every day to monitor our jobs and it has been an excellent way to keep tabs on them and to change at what frequency they run. The integration with the Talend Remote Engine is what we have had problems with. The remote engine is ...
3.0|Mar 17, 2021|Talend Data Fabric|Data and Analytics|<50M USD|Miscellaneous Industry|Talend is great but it can be better !|i'd like for a way to start Talend jobs from Python using a simplified API. currently, its difficult to run a talend job packaged in Nexus.
4.0|Feb 16, 2021|Talend Data Fabric|IT Services|250M - 500M USD|Manufacturing Industry|Great tool for Data Integration tasks|Talend Fabric has a lot of functions, some could be improved and extended, especially made more flexible. The performance difference between db-internal processes vs. processing via Talend is partially huge - therefore the fields of usage need to be well considered.
5.0|Feb 16, 2021|Talend Data Fabric|Data and Analytics|<50M USD|IT Services Industry|Moving to Talend for our ETL was the best decision we made|Talend helped us to migrate our Data architecture from an SQL database to a cloud database which requires little to no human intervention.
3.0|Mar 17, 2021|Talend Data Fabric|Data and Analytics|50M - 250M USD|IT Services Industry|Great ETL tool that allows user to implement complex transformation logics|Have a wide range of data sources it supports, easy management in the cloud for artifact/task/plans. It would be nice if there is an integrated way in cloud to do source control.
4.0|Feb 15, 2021|Talend Data Fabric|Data and Analytics|250M - 500M USD|Miscellaneous Industry|Talend ETL/Cloud easy to use and very powerful|Talend Studio is an easy to learn and use tool. As good as and better than other ETL tools around.
3.0|Mar 17, 2021|Talend Data Fabric|Data and Analytics|30B + USD|Healthcare and Biotech Industry|support is not great. long turnaround times|support is not great. long turnaround times. most of the tickets went to feature request which will get rejected by r&d after waiting for months
4.0|Mar 19, 2021|Talend Data Fabric|IT|50M - 250M USD|Services (non-Government) Industry|Talend data integration, very good tool for time to market !|Talend data integration offer a lot of functionnality for integrating a various sources of data, the support are the best thing of the Talend product. The communauty is very active too
3.0|Feb 17, 2021|Talend Data Fabric|IT Services|250M - 500M USD|Finance (non-banking) Industry|Required learning curve, once familiar with the product it is relatively easy to use.|The Talend Studio is ease of use once you're familiar with the components, but the unit testing jobs created by existing Studio are not easy to configure, plus not very helpful. An enchancement in unit testing area will be appreciated. ...
4.0|Feb 16, 2021|Talend Data Fabric|Data and Analytics|<50M USD|IT Services Industry|Talend Cloud Review|Talend Data Cloud has some limitation compared to Talend Administrative Control(TAC). This is due to non existence of nexus repository as well as non existence of environment wise notification generation.
5.0|Mar 18, 2021|Talend Data Fabric|Other|<50M USD|IT Services Industry|Very good Product|Have been using Talend products from last 2 years. Really exceptional support and performance. Really happy to use this product. Userfriendly.
4.0|Feb 15, 2021|Talend Platform for Data Services (Legacy)|Data and Analytics|50M - 250M USD|Banking Industry|Nice and Scalable Data Integration framework|Overall data movement between multiple connectors work pretty well. There are some performance issues with large data sets. I would like to see a web based development interface outside of Talend Studio. ...
2.0|Feb 15, 2021|Talend Platform for Data Services (Legacy)|Data and Analytics|1B - 3B USD|Banking Industry|Cons and Pros of Talend|Our overall experience with Talend has been very poor. We were much happy with Informatica and life has become miserable after switching to Talend. It does not work at all with Salesforce and also has development time higher than other ETL tools like Informatica. ...
4.0|Feb 16, 2021|Talend Data Fabric|Data and Analytics|1B - 3B USD|Telecommunication Industry|Talend TIC|TALEND is one of the leading BI tool in market, it helps to solve our most of the day to day work with multiple data source connections.
5.0|Feb 18, 2021|Talend Data Fabric|IT|<50M USD|Retail Industry|One of the Best Tools To Meet Customer Needs|I am using Talend suite since last eight years and have implemented the tool for ETL and other purpose across multiple projects. What i love about Talend is it's open source nature, ability to integrate with sources easily and flexibility to add custom plugins. Best Tool in market .
4.0|Feb 15, 2021|Talend Platform for Data Services (Legacy)|Data and Analytics|30B + USD|Retail Industry|Good Tool for Data Integration|Primarily I work on Data Integration Area. We see some of the Inbuild Components are very good for my day to day work. Some of the components like Connection to Couchbase is pretty slow. Also JSONExtract component is also pretty slow.
4.0|Mar 19, 2021|Talend Data Fabric|Data and Analytics|30B + USD|IT Services Industry|Very good experience overall.|very good experience with talend products. Lots of integration possible and many options to customize processes. also easy to ramp up with.
5.0|Feb 16, 2021|Talend Data Fabric|Software Development|1B - 3B USD|Miscellaneous Industry|Talend Integration Cloud - scalable,good performance, easy deployments|The overall experience with talend is good. The deployment process with multiple environments has been extremely simplified with Talend Cloud .
2.0|Feb 15, 2021|Talend Data Fabric|Data and Analytics|250M - 500M USD|Manufacturing Industry|Okay ETL tool|Clunky, buggy and not great. Feels like i'm in the 80s. For example when publishing to cloud it doesn't seem to always work and then I have to republish
